Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3136,1568,5.87,110.76
genuine,1,3024,1512,2.564,102.427
genuine,2,3008,1504,12.856,118.771
genuine,3,2960,1480,3.18,100.207
genuine,4,3008,1504,4.261,96.367
genuine,5,3088,1544,7.424,119.704
genuine,6,3008,1504,2.514,100.123
genuine,7,3088,1544,3.736,109.993
genuine,8,3152,1576,3.021,108.085
genuine,9,2976,1488,9.857,118.332
genuine,10,3024,1512,1.81,103.138
genuine,11,3024,1512,9.416,121.985
genuine,12,2960,1480,7.526,113.698
genuine,13,3152,1576,14.698,129.459
genuine,14,2944,1472,4.251,97.561
genuine,15,3072,1536,4.153,98.168
genuine,16,2912,1456,2.064,96.598
genuine,17,3024,1512,4.007,109.778
genuine,18,2880,1440,5.026,98.689
genuine,19,2928,1464,3.973,102.18
genuine,20,3008,1504,7.445,104.623
genuine,21,2848,1424,4.26,92.43
genuine,22,3104,1552,2.111,98.997
genuine,23,3104,1552,3.35,99.046
genuine,24,2960,1480,9.282,104.379
genuine,25,2944,1472,3.773,103.174
genuine,26,2944,1472,2.542,99.436
genuine,27,3056,1528,15.658,117.384
genuine,28,3024,1512,10.064,121.663
genuine,29,2896,1448,2.53,95.447
genuine,30,3120,1560,4.327,109.239
genuine,31,2880,1440,4.663,102.581
genuine,32,2912,1456,1.376,95.432
genuine,33,2944,1472,2.626,104.174
genuine,34,3056,1528,1.814,93.429
genuine,35,3008,1504,2.422,99.981
genuine,36,2976,1488,3.695,108.698
genuine,37,3024,1512,7.449,116.271
genuine,38,3184,1592,5.802,109.598
genuine,39,3088,1544,11.177,118.764
genuine,40,2992,1496,10.163,108.75
genuine,41,3104,1552,6.106,109.475
genuine,42,2976,1488,5.71,106.873
genuine,43,3024,1512,4.092,106.184
genuine,44,3152,1576,8.572,113.389
genuine,45,2912,1456,4.464,106.609
genuine,46,2976,1488,2.491,99.739
genuine,47,2992,1496,5.943,117.792
genuine,48,2992,1496,5.614,114.653
genuine,49,2976,1488,3.191,105.45
genuine,50,2928,1464,2.04,97.321
genuine,51,3136,1568,3.326,97.912
genuine,52,3056,1528,2.339,103.578
genuine,53,3104,1552,2.888,100.257
genuine,54,2976,1488,6.036,114.683
genuine,55,3088,1544,2.759,110.692
genuine,56,3040,1520,2.512,103.697
genuine,57,2976,1488,2.744,104.691
genuine,58,2912,1456,10.052,106.429
genuine,59,3056,1528,2.14,102.647
genuine,60,3024,1512,3.218,103.759
genuine,61,3088,1544,3.553,102.979
genuine,62,2944,1472,5.791,106.29
genuine,63,3120,1560,4.863,122.337
malicious,0,19185,19185,13.802,437.635
