Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3264,816,1.794,97.698
genuine,1,3056,764,4.119,100.037
genuine,2,3040,760,4.28,100.864
genuine,3,3040,760,7.233,104.852
genuine,4,3184,796,4.324,108.294
genuine,5,3136,784,2.598,108.037
genuine,6,3024,756,5.449,104.167
genuine,7,3200,800,3.188,100.039
genuine,8,3152,788,6.934,103.439
genuine,9,3088,772,1.022,89.222
genuine,10,3152,788,2.133,94.364
genuine,11,3040,760,5.023,100.452
genuine,12,3088,772,2.422,103.206
genuine,13,3136,784,10.087,106.943
genuine,14,3088,772,2.112,101.386
genuine,15,3088,772,4.163,104.358
genuine,16,3040,760,6.469,99.582
genuine,17,3248,812,4.177,100.976
genuine,18,3056,764,4.233,105.473
genuine,19,3136,784,3.351,106.487
genuine,20,3296,824,6.204,103.034
genuine,21,3152,788,7.805,107.772
genuine,22,3248,812,3.236,101.639
genuine,23,3152,788,6.939,113.195
genuine,24,3200,800,15.797,115.842
genuine,25,3184,796,3.163,101.898
genuine,26,3024,756,1.606,94.27
genuine,27,3088,772,5.189,102.619
genuine,28,3232,808,2.778,103.897
genuine,29,3248,812,10.195,115.545
genuine,30,3056,764,9.692,110.092
genuine,31,3184,796,5.369,102.743
genuine,32,3056,764,5.449,106.302
genuine,33,3104,776,9.33,120.572
genuine,34,3168,792,5.74,111.649
genuine,35,3152,788,1.594,94.067
genuine,36,3136,784,2.16,94.346
genuine,37,3072,768,5.089,107.797
genuine,38,3168,792,10.777,113.516
genuine,39,3136,784,5.3,116.091
genuine,40,3072,768,4.783,99.404
genuine,41,3024,756,3.539,110.649
genuine,42,3200,800,6.582,108.221
genuine,43,3168,792,3.862,103.609
genuine,44,3072,768,6.169,110.9
genuine,45,3056,764,1.863,91.079
genuine,46,3200,800,4.344,111.122
genuine,47,3184,796,2.859,102.989
genuine,48,3264,816,5.697,108.298
genuine,49,3088,772,5.892,112.149
genuine,50,3152,788,2.471,100.222
genuine,51,3056,764,5.694,107.552
genuine,52,3216,804,8.209,128.236
genuine,53,3136,784,5.244,113.07
genuine,54,3264,816,6.007,103.172
genuine,55,3104,776,2.475,104.415
genuine,56,3184,796,6.221,111.813
genuine,57,3008,752,2.808,102.777
genuine,58,3104,776,9.083,117.877
genuine,59,3216,804,8.21,118.186
genuine,60,3168,792,4.845,100.816
genuine,61,3136,784,1.114,90.993
genuine,62,3216,804,9.718,117.653
genuine,63,3152,788,3.704,98.565
malicious,0,16942,16942,10.445,388.592
