Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3120,960,2.861,113.56
genuine,1,3029,932,8.414,105.895
genuine,2,3094,952,6.481,110.802
genuine,3,3029,932,3.359,101.774
genuine,4,2951,908,2.218,100.619
genuine,5,3094,952,3.086,103.281
genuine,6,3042,936,9.916,119.638
genuine,7,3068,944,3.397,95.887
genuine,8,3276,1008,2.49,94.446
genuine,9,3055,940,2.718,102.886
genuine,10,3068,944,5.765,102.982
genuine,11,3172,976,4.345,109.693
genuine,12,2964,912,7.097,104.038
genuine,13,3055,940,3.24,100.843
genuine,14,3107,956,4.418,104.49
genuine,15,3042,936,2.169,91.161
genuine,16,3081,948,3.166,95.367
genuine,17,3055,940,2.048,102.285
genuine,18,3120,960,6.067,103.012
genuine,19,3029,932,1.652,87.449
genuine,20,3068,944,3.302,102.108
genuine,21,3068,944,5.162,105.721
genuine,22,3042,936,6.779,112.17
genuine,23,3042,936,6.624,96.301
genuine,24,3003,924,1.947,96.275
genuine,25,2977,916,6.72,105.722
genuine,26,3081,948,2.097,103.106
genuine,27,3094,952,9.187,99.581
genuine,28,3146,968,12.233,131.432
genuine,29,3094,952,7.086,114.47
genuine,30,3055,940,2.42,93.968
genuine,31,2886,888,4.389,104.133
genuine,32,3120,960,1.644,99.449
genuine,33,2925,900,6.179,109.724
genuine,34,3016,928,5.223,103.591
genuine,35,3068,944,8.72,111.1
genuine,36,3016,928,2.518,103.989
genuine,37,2886,888,8.013,115.473
genuine,38,3146,968,6.198,101.754
genuine,39,3042,936,3.057,94.159
genuine,40,3055,940,7.675,108.938
genuine,41,3159,972,4.316,102.486
genuine,42,3120,960,4.753,103.397
genuine,43,3055,940,11.491,112.982
genuine,44,3107,956,2.017,97.588
genuine,45,3029,932,10.298,103.755
genuine,46,2990,920,4.049,98.648
genuine,47,3120,960,3.041,101.404
genuine,48,3120,960,11.634,122.637
genuine,49,3081,948,4.347,110.523
genuine,50,3042,936,8.293,114.364
genuine,51,3068,944,3.523,104.745
genuine,52,3042,936,6.657,123.625
genuine,53,3211,988,2.761,94.918
genuine,54,3003,924,8.321,105.219
genuine,55,3029,932,2.555,98.092
genuine,56,3107,956,8.902,105.235
genuine,57,3133,964,4.595,108.081
genuine,58,3029,932,5.854,96.066
genuine,59,3120,960,4.688,109.429
genuine,60,3107,956,7.013,105.181
genuine,61,3016,928,4.038,109.857
genuine,62,3107,956,3.508,94.535
genuine,63,3042,936,6.895,113.583
malicious,0,18021,18021,11.199,376.262
