Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2430,1944,5.99,78.281
genuine,1,2500,2000,4.146,94.695
genuine,2,2380,1904,4.43,91.998
genuine,3,2280,1824,6.802,98.72
genuine,4,2390,1912,9.082,111.561
genuine,5,2410,1928,4.107,90.402
genuine,6,2430,1944,9.808,106.594
genuine,7,2380,1904,12.68,102.374
genuine,8,2520,2016,8.087,95.208
genuine,9,2330,1864,3.975,84.013
genuine,10,2400,1920,2.571,87.557
genuine,11,2340,1872,6.876,106.315
genuine,12,2480,1984,3.74,84.473
genuine,13,2360,1888,3.348,85.483
genuine,14,2440,1952,5.691,95.05
genuine,15,2410,1928,13.805,101.128
genuine,16,2430,1944,7.24,89.424
genuine,17,2490,1992,4.429,93.963
genuine,18,2450,1960,8.674,116.888
genuine,19,2410,1928,9.435,107.041
genuine,20,2420,1936,6.969,96.967
genuine,21,2460,1968,7.747,109.266
genuine,22,2360,1888,6.837,90.769
genuine,23,2420,1936,8.235,119.92
genuine,24,2330,1864,5.221,103.164
genuine,25,2500,2000,7.454,91.275
genuine,26,2440,1952,7.894,101.73
genuine,27,2390,1912,3.294,79.604
genuine,28,2520,2016,10.966,117.175
genuine,29,2480,1984,3.309,86.765
genuine,30,2390,1912,6.905,104.747
genuine,31,2550,2040,12.482,118.371
genuine,32,2390,1912,2.738,76.092
genuine,33,2370,1896,3.539,92.851
genuine,34,2290,1832,5.539,89.956
genuine,35,2340,1872,9.438,99.173
genuine,36,2370,1896,8.699,95.525
genuine,37,2380,1904,5.744,96.226
genuine,38,2200,1760,8.488,97.551
genuine,39,2430,1944,5.983,96.301
genuine,40,2300,1840,8.941,100.051
genuine,41,2410,1928,6.074,80.711
genuine,42,2420,1936,5.873,93.296
genuine,43,2580,2064,9.631,102.645
genuine,44,2340,1872,6.391,81.837
genuine,45,2280,1824,6.906,83.615
genuine,46,2400,1920,11.792,96.568
genuine,47,2310,1848,3.13,85.327
genuine,48,2360,1888,1.715,78.085
genuine,49,2340,1872,3.222,91.128
genuine,50,2440,1952,6.156,95.582
genuine,51,2450,1960,1.965,77.951
genuine,52,2400,1920,3.909,74.445
genuine,53,2480,1984,9.157,93.878
genuine,54,2440,1952,2.594,76.204
genuine,55,2440,1952,2.77,81.371
genuine,56,2360,1888,6.821,83.588
genuine,57,2470,1976,3.378,97.695
genuine,58,2340,1872,3.938,93.418
genuine,59,2380,1904,12.055,110.045
genuine,60,2470,1976,7.29,95.528
genuine,61,2400,1920,4.196,86.623
genuine,62,2390,1912,5.406,88.762
genuine,63,2410,1928,5.59,112.785
malicious,0,18473,18473,13.063,550.84
