Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3263,1004,4.356,114.334
genuine,1,3107,956,5.48,118.558
genuine,2,3185,980,2.685,112.643
genuine,3,3185,980,3.245,116.089
genuine,4,3042,936,7.311,128.67
genuine,5,3263,1004,7.994,134.471
genuine,6,3107,956,6.675,119.733
genuine,7,3081,948,2.589,116.156
genuine,8,3185,980,3.432,120.276
genuine,9,3120,960,2.328,110.454
genuine,10,3198,984,2.718,112.918
genuine,11,3315,1020,2.268,105.795
genuine,12,3250,1000,2.733,114.464
genuine,13,3159,972,5.256,108.426
genuine,14,3133,964,1.471,98.697
genuine,15,3107,956,3.353,114.677
genuine,16,3172,976,3.431,122.391
genuine,17,3185,980,2.528,117.064
genuine,18,3120,960,2.163,104.618
genuine,19,3146,968,2.607,117.561
genuine,20,3146,968,1.797,105.278
genuine,21,3146,968,6.651,110.511
genuine,22,3250,1000,9.745,120.11
genuine,23,3211,988,2.55,108.682
genuine,24,3198,984,2.381,113.23
genuine,25,3146,968,8.67,139.853
genuine,26,3185,980,5.397,122.654
genuine,27,3133,964,7.112,112.167
genuine,28,3094,952,4.095,113.787
genuine,29,3146,968,1.513,107.907
genuine,30,3068,944,1.321,97.6
genuine,31,3081,948,4.944,121.121
genuine,32,3250,1000,3.166,114.559
genuine,33,3146,968,2.041,112.012
genuine,34,3146,968,2.904,112.507
genuine,35,3185,980,3.573,113.776
genuine,36,3224,992,3.95,125.147
genuine,37,3120,960,2.582,104.743
genuine,38,3081,948,2.726,106.68
genuine,39,3146,968,2.995,122.098
genuine,40,3068,944,3.021,108.155
genuine,41,3198,984,1.915,100.405
genuine,42,3172,976,5.201,107.29
genuine,43,3094,952,11.247,125.425
genuine,44,3211,988,11.072,124.847
genuine,45,3250,1000,4.815,107.55
genuine,46,3276,1008,3.537,120.319
genuine,47,3224,992,4.44,106.849
genuine,48,3107,956,8.743,126.677
genuine,49,3042,936,2.711,118.562
genuine,50,3159,972,4.248,115.222
genuine,51,3029,932,5.151,116.966
genuine,52,3185,980,2.686,112.46
genuine,53,3146,968,3.897,120.057
genuine,54,3198,984,3.239,114.537
genuine,55,3198,984,1.931,108.775
genuine,56,3120,960,3.124,110.865
genuine,57,3068,944,2.182,105.166
genuine,58,2990,920,3.09,116.239
genuine,59,3107,956,2.477,110.168
genuine,60,3146,968,2.178,119.133
genuine,61,3081,948,2.264,108.443
genuine,62,3159,972,2.937,113.65
genuine,63,3081,948,8.214,120.11
malicious,0,16121,16121,7.718,313.071
