Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,9156,3052,8.502,292.362
genuine,1,9252,3084,13.013,310.546
genuine,2,9312,3104,7.4,300.375
genuine,3,9420,3140,10.682,306.383
genuine,4,9240,3080,15.153,287.254
genuine,5,9360,3120,7.966,303.195
genuine,6,9432,3144,6.44,337.417
genuine,7,9360,3120,10.265,306.008
genuine,8,9588,3196,9.013,323.188
genuine,9,9144,3048,8.599,328.054
genuine,10,9036,3012,9.186,323.059
genuine,11,9120,3040,7.086,286.189
genuine,12,9456,3152,9.39,334.588
genuine,13,9060,3020,5.506,302.747
genuine,14,9384,3128,7.133,313.334
genuine,15,8856,2952,7.107,301.328
malicious,0,66518,66518,13.563,1901.969
