Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,10866,1811,7.534,372.867
genuine,1,10854,1809,14.994,380.661
genuine,2,10962,1827,4.863,372.439
genuine,3,10896,1816,7.509,376.113
genuine,4,11322,1887,11.888,396.696
genuine,5,11082,1847,3.858,369.224
genuine,6,10842,1807,9.502,387.945
genuine,7,10830,1805,2.741,350.352
genuine,8,10788,1798,7.913,362.145
genuine,9,11100,1850,4.912,364.426
genuine,10,11004,1834,3.469,370.802
genuine,11,11076,1846,7.679,370.75
genuine,12,10770,1795,3.618,351.124
genuine,13,11028,1838,5.577,359.837
genuine,14,10644,1774,9.634,387.018
genuine,15,11124,1854,10.603,375.469
malicious,0,60318,60318,11.348,1535.974
