Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,7137,4392,8.036,242.22
genuine,1,6851,4216,9.3,226.45
genuine,2,7176,4416,7.196,225.258
genuine,3,7124,4384,12.379,220.405
genuine,4,6812,4192,7.285,205.043
genuine,5,6968,4288,5.115,225.686
genuine,6,7085,4360,11.337,229.854
genuine,7,6890,4240,9.961,216.521
genuine,8,6786,4176,8.283,223.079
genuine,9,6838,4208,4.647,210.445
genuine,10,7020,4320,6.659,211.822
genuine,11,7111,4376,6.756,218.536
genuine,12,6968,4288,9.773,226.974
genuine,13,7020,4320,7.86,211.883
genuine,14,7033,4328,7.088,223.167
genuine,15,6955,4280,5.8,224.457
malicious,0,63637,63637,28.241,2327.606
