Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,37791,12597,0.07,1.341
genuine,1,34719,11573,0.139,1.837
genuine,2,37158,12386,0.289,2.081
genuine,3,38745,12915,0.405,1.952
genuine,4,36474,12158,0.159,1.861
genuine,5,39666,13222,0.069,1.409
genuine,6,35787,11929,0.132,1.468
genuine,7,36051,12017,0.279,1.723
genuine,8,34653,11551,0.175,1.541
genuine,9,36405,12135,4.382,6.58
genuine,10,29517,9839,0.315,2.203
genuine,11,38790,12930,0.068,1.319
genuine,12,34527,11509,1.396,3.208
genuine,13,37764,12588,1.091,2.634
genuine,14,36963,12321,1.424,3.426
genuine,15,34968,11656,0.143,1.438
genuine,16,31374,10458,0.218,1.425
genuine,17,40725,13575,0.312,1.759
genuine,18,38490,12830,0.17,1.556
genuine,19,37671,12557,0.314,2.428
genuine,20,36591,12197,0.065,1.266
genuine,21,34143,11381,0.067,1.252
genuine,22,36456,12152,0.271,2.315
genuine,23,39822,13274,0.401,2.587
genuine,24,34005,11335,1.366,2.784
genuine,25,37710,12570,0.207,1.774
genuine,26,35859,11953,1.07,2.888
genuine,27,28968,9656,0.314,1.688
genuine,28,38232,12744,0.179,1.701
genuine,29,36786,12262,0.167,1.811
genuine,30,36423,12141,0.228,1.694
genuine,31,35541,11847,0.454,2.298
genuine,32,35058,11686,0.199,1.559
genuine,33,37833,12611,0.247,1.797
genuine,34,34353,11451,0.157,1.506
genuine,35,35112,11704,0.527,1.98
genuine,36,38898,12966,0.245,1.807
genuine,37,37806,12602,0.217,1.618
genuine,38,37323,12441,0.335,1.733
genuine,39,35544,11848,0.07,1.308
genuine,40,39078,13026,0.148,1.547
genuine,41,38493,12831,0.456,2.393
genuine,42,38364,12788,0.342,2.123
genuine,43,37428,12476,0.36,2.122
genuine,44,38118,12706,0.493,2.053
genuine,45,36423,12141,0.15,1.666
genuine,46,27684,9228,0.325,1.638
genuine,47,38934,12978,0.814,4.219
genuine,48,37191,12397,0.285,1.954
genuine,49,37170,12390,0.171,1.495
genuine,50,38031,12677,0.22,1.645
genuine,51,37386,12462,0.139,1.714
genuine,52,38994,12998,0.139,1.745
genuine,53,37083,12361,0.169,1.725
genuine,54,36381,12127,0.456,2.123
genuine,55,39264,13088,0.538,2.44
genuine,56,36537,12179,0.384,2.433
genuine,57,38127,12709,0.073,1.555
genuine,58,34800,11600,0.188,1.957
genuine,59,33663,11221,0.245,1.731
genuine,60,35046,11682,5.279,6.819
genuine,61,36312,12104,0.332,2.405
genuine,62,37254,12418,0.463,2.414
genuine,63,36813,12271,0.069,1.334
malicious,0,43172370,43172370,14.629,2095.209
