Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2431,1144,2.751,74.819
genuine,1,2499,1176,15.382,105.295
genuine,2,2482,1168,11.76,87.137
genuine,3,2550,1200,5.832,99.859
genuine,4,2533,1192,10.901,101.205
genuine,5,2618,1232,6.955,102.68
genuine,6,2550,1200,9.938,97.701
genuine,7,2448,1152,13.226,97.107
genuine,8,2550,1200,10.831,83.683
genuine,9,2448,1152,9.214,82.766
genuine,10,2448,1152,9.77,97.807
genuine,11,2533,1192,8.17,91.429
genuine,12,2584,1216,8.118,112.237
genuine,13,2533,1192,3.348,90.856
genuine,14,2584,1216,7.553,104.781
genuine,15,2448,1152,10.936,107.274
genuine,16,2465,1160,7.216,90.196
genuine,17,2431,1144,9.993,97.491
genuine,18,2397,1128,5.645,82.876
genuine,19,2601,1224,3.963,100.278
genuine,20,2550,1200,2.934,83.02
genuine,21,2499,1176,4.725,80.874
genuine,22,2465,1160,7.934,83.655
genuine,23,2533,1192,8.808,101.586
genuine,24,2516,1184,8.062,102.069
genuine,25,2550,1200,6.928,82.05
genuine,26,2499,1176,3.116,77.209
genuine,27,2516,1184,5.667,83.416
genuine,28,2499,1176,4.631,91.003
genuine,29,2465,1160,4.117,92.867
genuine,30,2431,1144,1.443,70.377
genuine,31,2533,1192,7.131,84.578
genuine,32,2584,1216,2.545,92.64
genuine,33,2431,1144,3.11,86.359
genuine,34,2482,1168,7.93,103.897
genuine,35,2567,1208,11.365,106.087
genuine,36,2550,1200,6.896,87.71
genuine,37,2516,1184,3.291,94.027
genuine,38,2550,1200,5.963,106.581
genuine,39,2601,1224,15.517,116.457
genuine,40,2550,1200,5.347,81.389
genuine,41,2431,1144,3.459,78.964
genuine,42,2414,1136,4.802,92.108
genuine,43,2448,1152,2.587,80.847
genuine,44,2448,1152,5.163,81.028
genuine,45,2550,1200,2.288,79.223
genuine,46,2482,1168,4.254,86.781
genuine,47,2482,1168,2.419,82.804
genuine,48,2601,1224,10.395,106.992
genuine,49,2448,1152,8.167,92.659
genuine,50,2397,1128,7.189,91.697
genuine,51,2669,1256,6.657,92.305
genuine,52,2431,1144,4.429,102.647
genuine,53,2550,1200,2.938,81.217
genuine,54,2465,1160,13.31,113.477
genuine,55,2533,1192,5.217,86.37
genuine,56,2465,1160,7.579,104.004
genuine,57,2516,1184,7.817,93.015
genuine,58,2533,1192,6.827,81.253
genuine,59,2465,1160,5.016,103.143
genuine,60,2465,1160,2.655,93.821
genuine,61,2550,1200,5.273,91.325
genuine,62,2414,1136,9.013,89.447
genuine,63,2431,1144,9.18,106.624
malicious,0,20933,20933,10.716,550.623
