Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,6851,527,7.328,237.521
genuine,1,6864,528,12.842,218.277
genuine,2,6721,517,5.912,212.309
genuine,3,6838,526,9.018,213.748
genuine,4,6825,525,12.49,254.728
genuine,5,6500,500,21.518,236.612
genuine,6,6409,493,7.51,212.175
genuine,7,6617,509,10.102,205.223
genuine,8,6760,520,6.495,188.6
genuine,9,6552,504,16.013,230.016
genuine,10,6591,507,10.024,249.125
genuine,11,6682,514,15.895,256.355
genuine,12,6630,510,14.617,223.98
genuine,13,6786,522,11.061,204.604
genuine,14,6682,514,8.556,226.389
genuine,15,6539,503,5.545,195.646
malicious,0,68265,68265,13.948,2268.992
