Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,10180,2036,7.228,332.925
genuine,1,10460,2092,9.488,384.564
genuine,2,10360,2072,10.043,347.522
genuine,3,10620,2124,4.337,332.781
genuine,4,10620,2124,8.324,372.85
genuine,5,10320,2064,6.256,345.626
genuine,6,10600,2120,4.82,338.031
genuine,7,10320,2064,7.946,351.863
genuine,8,10300,2060,5.408,339.979
genuine,9,10360,2072,7.744,340.081
genuine,10,10440,2088,8.958,351.988
genuine,11,10560,2112,3.71,308.324
genuine,12,10200,2040,10.734,355.222
genuine,13,10280,2056,7.857,342.908
genuine,14,10420,2084,8.519,377.803
genuine,15,10280,2056,9.062,338.434
malicious,0,66302,66302,13.038,1648.107
