Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,2637,293,11.407,105.803
genuine,1,2682,298,4.617,83.32
genuine,2,2718,302,5.297,89.595
genuine,3,2610,290,5.091,101.082
genuine,4,2691,299,4.672,91.41
genuine,5,2619,291,4.858,87.679
genuine,6,2682,298,9.133,95.915
genuine,7,2538,282,6.082,94.071
genuine,8,2565,285,3.513,99.436
genuine,9,2592,288,3.408,85.232
genuine,10,2529,281,10.092,105.921
genuine,11,2691,299,9.452,111.226
genuine,12,2439,271,3.298,85.56
genuine,13,2682,298,3.367,82.172
genuine,14,2556,284,3.707,83.766
genuine,15,2628,292,5.66,101.387
genuine,16,2601,289,7.624,110.019
genuine,17,2664,296,6.722,110.595
genuine,18,2556,284,4.321,110.187
genuine,19,2592,288,3.618,90.76
genuine,20,2610,290,3.689,86.876
genuine,21,2655,295,9.105,91.005
genuine,22,2718,302,4.292,92.628
genuine,23,2538,282,8.714,82.051
genuine,24,2538,282,6.075,101.955
genuine,25,2484,276,7.965,105.382
genuine,26,2565,285,10.852,104.063
genuine,27,2610,290,2.264,77.687
genuine,28,2628,292,3.556,85.415
genuine,29,2610,290,10.592,104.125
genuine,30,2556,284,2.363,83.978
genuine,31,2601,289,12.335,107.865
genuine,32,2601,289,4.683,90.038
genuine,33,2709,301,2.843,81.583
genuine,34,2583,287,3.541,86.486
genuine,35,2700,300,9.224,105.83
genuine,36,2583,287,4.743,92.052
genuine,37,2565,285,9.983,115.025
genuine,38,2637,293,1.587,71.56
genuine,39,2610,290,11.186,112.708
genuine,40,2745,305,7.283,110.413
genuine,41,2538,282,13.847,121.523
genuine,42,2529,281,5.096,82.381
genuine,43,2412,268,3.242,76.211
genuine,44,2601,289,5.079,79.264
genuine,45,2529,281,8.695,103.536
genuine,46,2619,291,7.33,113.109
genuine,47,2529,281,10.387,96.473
genuine,48,2529,281,7.967,86.736
genuine,49,2511,279,4.694,99.817
genuine,50,2736,304,7.424,97.068
genuine,51,2556,284,7.349,80.519
genuine,52,2529,281,8.066,102.51
genuine,53,2583,287,4.817,91.042
genuine,54,2610,290,3.965,80.22
genuine,55,2556,284,3.541,82.18
genuine,56,2736,304,7.413,97.122
genuine,57,2583,287,5.431,91.244
genuine,58,2583,287,5.441,85.704
genuine,59,2781,309,5.889,95.342
genuine,60,2376,264,8.38,98.349
genuine,61,2628,292,3.173,93.058
genuine,62,2484,276,8.757,85.177
genuine,63,2646,294,3.724,83.213
malicious,0,20083,20083,12.637,580.41
