Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,3000,1200,2.053,102.186
genuine,1,2780,1112,4.415,102.199
genuine,2,3000,1200,2.559,95.792
genuine,3,3080,1232,5.766,96.584
genuine,4,3000,1200,4.675,97.006
genuine,5,3120,1248,5.425,106.693
genuine,6,3140,1256,5.992,110.426
genuine,7,2960,1184,6.751,103.512
genuine,8,3000,1200,2.995,92.597
genuine,9,3000,1200,3.501,101.678
genuine,10,2900,1160,2.888,93.059
genuine,11,3020,1208,2.331,91.155
genuine,12,2940,1176,9.802,99.21
genuine,13,3080,1232,11.732,125.241
genuine,14,2960,1184,1.621,83.357
genuine,15,3020,1208,2.115,94.233
genuine,16,2880,1152,3.432,98.516
genuine,17,3160,1264,2.54,108.11
genuine,18,3000,1200,1.777,91.742
genuine,19,3100,1240,4.23,109.196
genuine,20,3020,1208,6.541,100.008
genuine,21,3020,1208,6.668,111.892
genuine,22,2880,1152,4.222,105.778
genuine,23,2960,1184,3.035,92.518
genuine,24,2980,1192,10.841,114.669
genuine,25,2940,1176,4.028,96.968
genuine,26,3080,1232,3.292,84.799
genuine,27,3020,1208,10.06,99.959
genuine,28,2980,1192,8.485,112.03
genuine,29,2920,1168,3.365,94.987
genuine,30,2880,1152,4.295,96.399
genuine,31,2980,1192,5.92,106.793
genuine,32,2980,1192,7.98,96.861
genuine,33,2840,1136,2.709,88.393
genuine,34,3040,1216,6.836,106.972
genuine,35,3060,1224,2.041,92.408
genuine,36,2960,1184,5.379,96.239
genuine,37,2980,1192,4.803,93.172
genuine,38,2960,1184,3.591,107.733
genuine,39,3000,1200,6.383,99.809
genuine,40,2960,1184,8.664,120.089
genuine,41,2900,1160,4.664,89.802
genuine,42,2960,1184,5.737,92.002
genuine,43,2760,1104,2.619,96.188
genuine,44,2920,1168,6.485,104.954
genuine,45,2840,1136,1.718,85.428
genuine,46,2980,1192,10.599,105.796
genuine,47,3020,1208,2.596,93.986
genuine,48,2900,1160,7.655,108.752
genuine,49,2820,1128,4.8,96.204
genuine,50,2960,1184,5.055,98.432
genuine,51,3040,1216,7.091,114.391
genuine,52,2880,1152,14.188,115.079
genuine,53,3020,1208,5.767,104.445
genuine,54,3060,1224,3.437,93.247
genuine,55,2900,1160,9.212,127.518
genuine,56,2980,1192,11.308,115.543
genuine,57,2960,1184,8.058,122.617
genuine,58,2940,1176,2.747,89.967
genuine,59,3040,1216,2.895,100.334
genuine,60,2960,1184,10.669,117.246
genuine,61,3020,1208,2.584,94.14
genuine,62,3060,1224,4.089,104.143
genuine,63,3020,1208,11.635,108.262
malicious,0,21608,21608,9.776,475.468
