Type of thread,Thread Id,Number of Operations,Number of Entries,Worst Case Time,Total Time
genuine,0,11079,4924,2.26,350.488
genuine,1,11106,4936,5.578,354.516
genuine,2,10989,4884,13.271,383.332
genuine,3,11043,4908,5.824,381.896
genuine,4,11025,4900,5.155,338.331
genuine,5,10827,4812,4.02,356.667
genuine,6,10980,4880,2.563,345.756
genuine,7,10890,4840,6.681,385.717
genuine,8,10962,4872,2.464,364.189
genuine,9,10701,4756,5.176,342.952
genuine,10,10872,4832,3.868,345.305
genuine,11,10710,4760,11.298,367.012
genuine,12,10791,4796,5.08,360.08
genuine,13,10998,4888,6.014,370.832
genuine,14,10791,4796,5.561,344.695
genuine,15,10800,4800,6.128,359.143
malicious,0,59861,59861,10.477,1413.096
