Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,1181335,3.289,10310.717
find,0,1179397,0.525,10310.808
insert,0,21608975,4.9,4568.532
insert,0,21560979,0.638,4577.933
