Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,573042,3.048,10380.491
insert,0,16050592,3.795,3400.924
insert,0,16028751,2.65,3374.412
insert,0,16067409,3.01,3414.444
insert,1,17451073,3.766,3694.396
insert,1,17445211,0.321,3692.525
insert,1,17190648,4.406,3625.722
insert,1,17264138,4.573,3665.344
