Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,50961088,0.004,343.27
find,0,52994271,0.024,356.943
find,0,52058658,0.195,350.634
find,0,49670108,0.007,334.408
find,1,522118,1.114,9297.475
find,1,521005,0.541,9285.531
find,1,516327,0.924,9290.225
insert,1,3723492,0.059,787.038
