Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,1,571962,2.197,10380.828
insert,0,17626653,3.168,3723.744
insert,0,17020105,4.578,3618.739
insert,0,17052176,4.283,3621.155
insert,0,17333340,3.5,3648.803
insert,1,15647454,4.573,3316.761
insert,1,15741447,4.564,3333.54
insert,1,16256286,4.502,3440.998
