Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,12137743,0,0.055,2182.855
find,0,12129936,0,0.073,2184.902
find,0,12137843,0,0.07,2202.32
insert,0,10645844,10645844,0.041,761.331
