Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,46404106,0.007,312.286
find,0,44773443,0.231,303.621
find,0,43927304,0.039,295.546
find,0,45426876,0.01,306.727
find,1,512509,0.499,9335.533
insert,1,3915178,0.107,825.31
insert,1,3887010,0.486,819.882
insert,1,3955234,0.15,835.607
