Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,46905271,0.146,315.949
find,0,44946136,0.117,303.499
find,0,43448376,0.02,292.512
find,0,45206244,0.026,304.978
find,1,506043,0.64,9315.957
find,1,508580,0.814,9300.194
insert,1,3904026,0.309,824.616
insert,1,3766992,0.114,796.395
