Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,56857,1.061,3212.498,3154.0
find,0,58680,1.305,3218.75,3147.0
find,0,57232,1.068,3218.64,3146.0
find,1,26684286,0.0,0.0,3146.0
find,1,26743639,0.0,0.0,3146.0
find,1,26788283,0.0,0.0,3156.0
find,1,26720453,0.0,0.0,3147.0
find,2,26669578,0.0,0.0,3153.0
find,2,26705159,0.0,0.0,3144.0
find,2,26668957,0.0,0.0,3144.0
find,2,26688861,0.0,0.0,3143.0
find,3,26676619,0.0,0.0,3143.0
find,3,26663652,0.0,0.0,3144.0
find,3,26614164,0.0,0.0,3144.0
find,3,26627429,0.0,0.0,3145.0
insert,0,10396231,0.25,1223.975,3151.0
