Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,1,571252,3.483,10356.626
find,1,573424,4.783,10372.698
insert,0,18776447,0.635,3977.177
insert,0,18887180,4.332,3976.849
insert,0,18752600,4.531,3970.206
insert,0,18471163,4.638,3936.607
insert,1,16024814,2.43,3388.499
insert,1,16164718,4.529,3431.021
