Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,580444,1.967,10385.872
find,0,580540,0.346,10389.71
find,0,583755,4.662,10396.583
find,1,585328,0.516,10442.472
find,1,586764,1.374,10430.518
insert,0,18227427,4.101,3861.776
insert,1,19452773,2.589,4111.07
insert,1,19718967,4.581,4176.17
