Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,571605,2.168,10409.669
find,1,575958,2.747,10418.491
insert,0,18466662,4.57,3917.108
insert,0,16911383,2.468,3557.629
insert,0,16410708,4.633,3489.929
insert,1,18517972,4.555,3920.307
insert,1,16129711,4.574,3423.63
insert,1,17115349,4.568,3624.741
