Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,576918,4.442,10361.052
find,0,577421,3.073,10368.709
find,0,580693,0.575,10361.343
find,1,583423,0.356,10460.631
insert,0,17045175,0.632,3608.242
insert,1,19665811,4.334,4155.989
insert,1,19789209,3.032,4179.583
insert,1,20319436,1.492,4220.174
