Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,586405,0.811,10436.089
find,0,585232,4.391,10376.046
find,0,584133,3.993,10436.402
find,1,584454,4.436,10382.717
find,1,584364,0.884,10440.138
find,1,591096,0.36,10435.27
insert,0,19464024,4.247,4136.303
insert,1,19303304,4.295,4089.208
