Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,582007,0.504,10431.592
find,0,583376,0.303,10430.061
find,1,581681,1.473,10385.429
find,1,580436,1.63,10388.699
find,1,587130,4.875,10398.319
insert,0,19610167,2.915,4153.333
insert,0,19590328,4.608,4148.284
insert,1,18294086,2.874,3867.41
