Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,581705,0.469,10413.529
find,0,579345,3.838,10400.838
find,1,579832,2.138,10406.866
find,1,582050,2.12,10421.72
insert,0,18393444,1.557,3903.9
insert,0,18729916,4.637,3963.244
insert,1,18726069,4.248,3969.266
insert,1,18127867,1.522,3840.388
