Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,52303,0.794,3226.738,3148.0
find,0,52566,2.301,3227.833,3152.0
find,1,26743166,0.0,0.0,3144.0
find,1,26830865,0.0,0.0,3164.0
find,1,26810046,0.0,0.0,3144.0
find,1,26620678,0.0,0.0,3145.0
find,2,26657946,0.0,0.0,3143.0
find,2,26698669,0.0,0.0,3144.0
find,2,26708027,0.0,0.0,3145.0
find,2,26764503,0.0,0.0,3151.0
find,3,26692832,0.0,0.0,3143.0
find,3,26732954,0.0,0.0,3143.0
find,3,26719199,0.0,0.0,3143.0
find,3,26716866,0.0,0.0,3143.0
insert,0,10379498,0.041,1228.956,3156.0
insert,0,10362337,0.256,1230.715,3146.0
