Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,1,574635,2.227,10312.911
find,1,574514,4.177,10327.808
find,1,578851,4.823,10331.098
insert,0,20059709,4.758,4249.873
insert,0,20088645,0.034,4242.01
insert,0,19962097,2.146,4230.208
insert,0,19874590,4.0,4206.237
insert,1,16127584,1.343,3407.457
