Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,573784,3.946,10358.326
find,0,574041,0.702,10366.826
insert,0,15841663,4.478,3360.921
insert,0,16036284,4.67,3417.072
insert,1,18383358,3.454,3898.886
insert,1,18887776,4.511,3978.093
insert,1,18455376,4.636,3910.285
insert,1,18878472,4.483,3990.66
