Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,516645,0.512,9320.897
find,0,523571,0.446,9342.541
find,0,517363,0.604,9295.378
find,1,47448163,0.007,319.15
find,1,52014229,0.011,350.446
find,1,50221692,0.03,338.226
find,1,51231200,0.008,343.798
insert,0,3951836,0.591,836.288
