Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,577262,4.852,10394.63
find,0,577023,4.418,10375.033
find,1,578306,0.512,10428.545
insert,0,16789507,3.855,3549.658
insert,0,17067510,0.643,3617.851
insert,1,18259715,4.642,3861.404
insert,1,18339180,3.82,3884.125
insert,1,18504365,4.572,3909.029
