Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,516713,0.763,9310.005
find,0,520573,0.75,9373.739
find,1,48394407,0.006,326.56
find,1,44953678,0.248,303.668
find,1,47586700,0.011,319.495
find,1,49767158,0.006,335.002
insert,0,3942595,0.333,832.148
insert,0,3931996,0.589,834.408
