Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,576704,2.454,10423.246
find,1,577703,1.139,10388.314
find,1,576191,1.872,10380.626
insert,0,18887377,4.434,3980.301
insert,0,18846952,2.525,3994.852
insert,0,18795402,4.274,3872.238
insert,1,17298861,1.881,3660.572
insert,1,17445376,4.465,3706.716
